PVSYST 8.0.21
,File,File date,Description
Project,gwn1kWp.PRJ,08/04/26 18h13,gen1kWp,
Geographical Site,Curacaví_MN82.SIT,08/04/26 18h13,Curacaví;Chile;South_America;,
21/01/90 02:00,0,0,0,18.6,4.4001
21/01/90 03:00,0,0,0,18.14,5.4001
21/01/90 04:00,0,0,0,17.81,5.4001
21/01/90 05:00,0,0,0,17.73,5.0999
21/01/90 06:00,63.998,41.201,22.798,18.39,5.0999
21/01/90 07:00,227.2,92.498,134.7,19.77,5.7
21/01/90 08:00,417.4,165.6,251.81,21.68,6.9999
21/01/90 09:00,564.31,276.5,287.81,23.53,8.2001
21/01/90 10:00,657.91,388.5,269.4,25.13,7.8999
21/01/90 11:00,746,430.5,315.5,26.55,10.2
21/01/90 12:00,709.9,476.3,233.6,27.49,14.4
21/01/90 13:00,888.7,379.7,508.99,28.7,14.4
21/01/90 14:00,828.79,327.2,501.6,29.5,12.3
21/01/90 15:00,659.61,361.6,298.01,29.75,10.5
21/01/90 16:00,575.81,225.8,350,29.77,11.3
21/01/90 17:00,405.9,147.3,258.61,29.29,9.6001
21/01/90 18:00,206.81,88.902,117.9,28.26,8.5
21/01/90 19:00,21.303,21.299,0.0038,26.83,8.2001
21/01/90 20:00,0,0,0,25.93,8.2001
21/01/90 21:00,0,0,0,25.03,6.9999
21/01/90 22:00,0,0,0,24.13,8.5
21/01/90 23:00,0,0,0,23.23,7.8999
22/01/90 00:00,0,0,0,22.88,9.9
22/01/90 01:00,0,0,0,22.51,7.8999
22/01/90 02:00,0,0,0,22.14,9.6001
22/01/90 03:00,0,0,0,21.94,7.3001
22/01/90 04:00,0,0,0,21.75,7.3001
22/01/90 05:00,0,0,0,21.62,6.9999
22/01/90 06:00,17.296,17.201,0.0953,21.99,4.0999
22/01/90 07:00,124.6,118.9,5.6984,23.16,3.9001
22/01/90 08:00,226,213.6,12.394,24.29,2.8
22/01/90 09:00,328.9,306.9,21.997,25.42,2.8
22/01/90 10:00,401.81,372.4,29.404,26.41,2.6001
22/01/90 11:00,441.6,401.6,40.005,27.21,1.9
22/01/90 12:00,479.4,454,25.395,27.9,1.9
22/01/90 13:00,442.6,422.9,19.707,28.32,1.7999
22/01/90 14:00,375.49,361.2,14.296,28.47,1.7999
22/01/90 15:00,322.1,308,14.101,28.47,3.0001
22/01/90 16:00,235.3,230.4,4.9021,28.18,3.0001
22/01/90 17:00,154,153.9,0.1053,27.68,4.7
22/01/90 18:00,76.501,76.498,0.0032,27.04,5.9999
22/01/90 19:00,4.7042,4.6005,0.1036,26.29,4.9001
22/01/90 20:00,0,0,0,25.14,5.4001
22/01/90 21:00,0,0,0,24,3.9001
22/01/90 22:00,0,0,0,22.86,4.4001
22/01/90 23:00,0,0,0,21.71,3.9001
23/01/90 00:00,0,0,0,20.64,3.5999
23/01/90 01:00,0,0,0,19.47,2.4
23/01/90 02:00,0,0,0,18.46,1.6001
23/01/90 03:00,0,0,0,17.87,2.1001
23/01/90 04:00,0,0,0,17.29,1.4
23/01/90 05:00,0,0,0,16.88,1.6001
23/01/90 06:00,27.796,27.796,0,17.36,1.2999
23/01/90 07:00,250.59,115.3,135.3,19.46,1
23/01/90 08:00,449.6,120.1,329.5,21.63,1.6001
23/01/90 09:00,658.6,164.5,494.11,23.82,1.7999
23/01/90 10:00,797.4,263.5,533.9,25.7,2.6001
23/01/90 11:00,884.71,308.2,576.51,27.25,1.7999
23/01/90 12:00,912,369.6,542.4,28.41,2.1999
23/01/90 13:00,927.3,332,595.3,29.3,2.4
23/01/90 14:00,866.3,322.7,543.6,29.83,2.1999
23/01/90 15:00,736,257,479,29.94,1.6999
23/01/90 16:00,574.8,221.4,353.41,29.59,1.6999
23/01/90 17:00,393.4,158.9,234.5,28.73,0.9
23/01/90 18:00,195.7,83.799,111.9,27.41,0.5
23/01/90 19:00,13.808,13.802,0.0068,25.79,0.2999
23/01/90 20:00,0,0,0,24.08,0.2999
23/01/90 21:00,0,0,0,22.36,0.1001
23/01/90 22:00,0,0,0,20.65,0.2001
23/01/90 23:00,0,0,0,19.05,0.2999
24/01/90 00:00,0,0,0,17.87,0.1001
24/01/90 01:00,0,0,0,16.58,0.1001
24/01/90 02:00,0,0,0,15.29,0.1001
24/01/90 03:00,0,0,0,14.58,0.1001
24/01/90 04:00,0,0,0,13.87,0.1001
24/01/90 05:00,0,0,0,13.36,0.2999
24/01/90 06:00,25.703,25.703,0,13.77,0.2999
24/01/90 07:00,298.71,120,178.71,16.46,0.5
24/01/90 08:00,545.79,67.399,478.39,18.96,0.6001
24/01/90 09:00,774.79,86.303,688.49,21.41,0.6001
24/01/90 10:00,958.71,102.6,856.1,23.71,0.5
24/01/90 11:00,1088.6,112.6,975.99,25.68,0.4
24/01/90 12:00,1153.2,118.9,1034.3,27.25,0.5
24/01/90 13:00,1144.1,116.8,1027.3,28.38,0.6001
24/01/90 14:00,1068.2,109.2,959.01,29.04,0.7999
24/01/90 15:00,928.69,95.897,832.79,29.23,1.1999
24/01/90 16:00,732.71,74.896,657.81,28.88,1.2999
24/01/90 17:00,501.4,56.4,445,27.84,1
24/01/90 18:00,257.3,45.903,211.4,26.23,0.7999
24/01/90 19:00,14.291,14.291,0,24.18,0.9
24/01/90 20:00,0,0,0,22.67,0.9
24/01/90 21:00,0,0,0,21.16,0.9
24/01/90 22:00,0,0,0,19.64,1.4
24/01/90 23:00,0,0,0,18.3,1.1001
25/01/90 00:00,0,0,0,17.46,1.4
25/01/90 01:00,0,0,0,16.54,0.7999
25/01/90 02:00,0,0,0,15.61,1.1001
25/01/90 03:00,0,0,0,15.11,0.7001
25/01/90 04:00,0,0,0,14.6,0.7001
25/01/90 05:00,0,0,0,14.23,0.7999
25/01/90 06:00,24.505,24.4,0.1045,14.66,1.2999
25/01/90 07:00,272.7,105.9,166.8,17.2,1.2999
25/01/90 08:00,503.9,53.998,449.9,19.55,1
25/01/90 09:00,720.49,74.3,646.19,22.05,1.5
25/01/90 10:00,891.4,103.3,788.1,24.29,1
25/01/90 11:00,1015.3,125.3,890,26.22,1.4
25/01/90 12:00,1077.2,140,937.2,27.78,1
25/01/90 13:00,1069.4,142.4,927.01,28.9,1.4
25/01/90 14:00,997.61,128.5,869.11,29.57,1.2999
25/01/90 15:00,869.5,102.1,767.41,29.79,1.1999
25/01/90 16:00,692.8,72.604,620.2,29.51,1.7999
25/01/90 17:00,474.41,52.702,421.7,28.56,1.6999
25/01/90 18:00,243.29,45.197,198.1,27.04,1.6999
25/01/90 19:00,15.204,15.199,0.0045,25.1,1.1999
25/01/90 20:00,0,0,0,23.83,1.1001
25/01/90 21:00,0,0,0,22.55,1
25/01/90 22:00,0,0,0,21.28,0.9
25/01/90 23:00,0,0,0,20.01,1
26/01/90 00:00,0,0,0,19.29,0.7001
26/01/90 01:00,0,0,0,18.49,0.7001
26/01/90 02:00,0,0,0,17.7,1.6999
26/01/90 03:00,0,0,0,17.28,1.7999
26/01/90 04:00,0,0,0,16.86,0.7999
26/01/90 05:00,0,0,0,16.57,0.6001
26/01/90 06:00,21.607,21.597,0.0096,16.98,0.7999
26/01/90 07:00,220.2,112.1,108.1,19.02,0.9
26/01/90 08:00,333.8,232.2,101.6,20.47,0.9
26/01/90 09:00,551.41,294.5,256.91,22.46,1.5
26/01/90 10:00,873.4,208.1,665.3,25.1,2.1001
26/01/90 11:00,1099.6,172,927.6,27.7,2.1999
26/01/90 12:00,1167.6,126.5,1041.1,29.76,4.4001
26/01/90 13:00,1164.2,126.2,1038,31.28,3.4
26/01/90 14:00,1089.4,120.8,968.6,32.27,4.7
26/01/90 15:00,947.99,181.3,766.69,32.73,4.4001
26/01/90 16:00,634.8,171.5,463.3,32.29,4.0999
26/01/90 17:00,407.3,131.2,276.09,31.19,5.4001
26/01/90 18:00,229.81,83.799,146.01,29.72,5.7
26/01/90 19:00,13.594,13.594,0,27.86,4.7
26/01/90 20:00,0,0,0,26.72,3.9001
26/01/90 21:00,0,0,0,25.58,3.1999
26/01/90 22:00,0,0,0,24.44,2.1001
26/01/90 23:00,0,0,0,23.3,2.8
27/01/90 00:00,0,0,0,22.38,2.8
27/01/90 01:00,0,0,0,21.42,3.9001
27/01/90 02:00,0,0,0,20.46,4.4001
27/01/90 03:00,0,0,0,19.96,5.9001
27/01/90 04:00,0,0,0,19.46,5.6
27/01/90 05:00,0,0,0,19.21,5.9999
27/01/90 06:00,7.101,7.0971,0.0039,19.32,6.6
27/01/90 07:00,100.9,100.9,0,20.27,6.9999
27/01/90 08:00,149.3,149.3,0.0016,20.96,6.9999
27/01/90 09:00,399.19,320.4,78.796,22.72,8.7001
27/01/90 10:00,542.5,401.3,141.2,24.42,9.1
27/01/90 11:00,407.9,371.7,36.202,25.02,9.1
27/01/90 12:00,595.7,476.9,118.79,26.06,10.8
27/01/90 13:00,646.71,479.2,167.51,26.97,12.3
27/01/90 14:00,873.49,373.8,499.69,28.26,12.3
27/01/90 15:00,897.3,212.3,685,29.33,11.3
27/01/90 16:00,564.59,248.7,315.89,29.5,10.2
27/01/90 17:00,461.99,119.6,342.4,29.43,13
27/01/90 18:00,245.71,72.8,172.91,28.71,14.4
27/01/90 19:00,36.507,30.1,6.4068,27.5,10.2
27/01/90 20:00,0,0,0,25.99,8.7001
27/01/90 21:00,0,0,0,24.48,7.8999
27/01/90 22:00,0,0,0,22.98,9.1
27/01/90 23:00,0,0,0,21.47,8.2001
28/01/90 00:00,0,0,0,20.16,8.7001
28/01/90 01:00,0,0,0,18.86,6.9999
28/01/90 02:00,0,0,0,17.54,8.7001
28/01/90 03:00,0,0,0,16.83,8.5
28/01/90 04:00,0,0,0,16.11,8.5
28/01/90 05:00,0,0,0,15.6,10.8
28/01/90 06:00,23.306,23.301,0.0052,15.96,9.1
28/01/90 07:00,264.1,123.9,140.2,18.31,9.1
28/01/90 08:00,429.6,152.7,276.9,20.13,9.9
28/01/90 09:00,653.7,147.9,505.8,22.3,9.6001
28/01/90 10:00,799.3,238.9,560.4,24.2,7.6
28/01/90 11:00,966.81,227,739.81,26.05,6.6
28/01/90 12:00,1092.3,168.1,924.2,27.72,7.6
28/01/90 13:00,1134.7,114.9,1019.8,29.07,6.4001
28/01/90 14:00,1061.3,108.3,953,29.91,7.6
28/01/90 15:00,921.89,94.5,827.39,30.25,6.9999
28/01/90 16:00,726.11,73.703,652.4,30.1,6.2
28/01/90 17:00,490.9,54.202,436.7,29.21,5.4001
28/01/90 18:00,244.1,48.298,195.8,27.74,5.4001
28/01/90 19:00,15.007,14.901,0.1061,25.83,6.4001
28/01/90 20:00,0,0,0,24.49,5.4001
28/01/90 21:00,0,0,0,23.15,3.1999
28/01/90 22:00,0,0,0,21.81,3.9001
28/01/90 23:00,0,0,0,20.46,3.0001
29/01/90 00:00,0,0,0,19.71,3.1999
29/01/90 01:00,0,0,0,19,4.4001
29/01/90 02:00,0,0,0,18.24,4.9001
29/01/90 03:00,0,0,0,17.83,5.9001
29/01/90 04:00,0,0,0,17.42,4.0999
29/01/90 05:00,0,0,0,17.13,3.1999
29/01/90 06:00,19.496,19.496,0,17.47,3.0001
29/01/90 07:00,203.8,112,91.801,19.33,4.0999
29/01/90 08:00,393.4,172.7,220.7,21.28,4.9001
29/01/90 09:00,587.59,210.5,377.09,23.35,4.9001
29/01/90 10:00,760,270.9,489.1,25.34,5.0999
29/01/90 11:00,855.8,315.2,540.6,27.01,4.9001
29/01/90 12:00,878.7,367.6,511.1,28.25,3.1999
29/01/90 13:00,933.7,344.2,589.5,29.32,4.4001
29/01/90 14:00,821.19,357.9,463.29,29.86,4.4001
29/01/90 15:00,680.6,333.5,347.1,29.97,3.5999
29/01/90 16:00,541.3,250.3,291,29.65,3.5999
29/01/90 17:00,332.91,191.2,141.71,28.72,5.0999
29/01/90 18:00,161,117.2,43.801,27.42,4.0999
29/01/90 19:00,11.698,11.698,0.0002,25.89,3.4
29/01/90 20:00,0,0,0,24.72,2.6001
29/01/90 21:00,0,0,0,23.56,2.6001
29/01/90 22:00,0,0,0,22.39,3.9001
29/01/90 23:00,0,0,0,21.23,5.4001
30/01/90 00:00,0,0,0,20.37,6.4001
30/01/90 01:00,0,0,0,19.43,6.2
30/01/90 02:00,0,0,0,18.63,5.9001
30/01/90 03:00,0,0,0,18.15,5.9999
30/01/90 04:00,0,0,0,17.67,4.0999
30/01/90 05:00,0,0,0,17.33,2.4
30/01/90 06:00,16.706,16.699,0.0075,17.6,2.8
30/01/90 07:00,186,115.9,70.102,19.29,2.4
30/01/90 08:00,402,156.6,245.4,21.37,3.1999
30/01/90 09:00,567.01,246.6,320.41,23.35,3.1999
30/01/90 10:00,701.1,319,382.1,25.11,3.0001
30/01/90 11:00,843.91,360.4,483.51,26.78,2.0001
30/01/90 12:00,920.89,350.3,570.59,28.21,1.6999
30/01/90 13:00,863.6,367.3,496.3,29.09,2.8
30/01/90 14:00,805.51,343.7,461.81,29.61,2.4
30/01/90 15:00,686.29,320.5,365.79,29.75,2.0001
30/01/90 16:00,562.89,215.9,347,29.53,2.1001
30/01/90 17:00,389,151.8,237.2,28.79,2.6001
30/01/90 18:00,200.01,69.903,130.11,27.58,2.6001
30/01/90 19:00,17.207,17.201,0.0059,26.04,4.0999
30/01/90 20:00,0,0,0,25.01,2.1001
30/01/90 21:00,0,0,0,23.98,3.0001
30/01/90 22:00,0,0,0,22.95,3.5999
30/01/90 23:00,0,0,0,21.92,2.8
31/01/90 00:00,0,0,0,21.31,4.0999
31/01/90 01:00,0,0,0,20.66,3.9001
31/01/90 02:00,0,0,0,20.01,5.0999
31/01/90 03:00,0,0,0,19.67,3.4
31/01/90 04:00,0,0,0,19.41,3.0001
31/01/90 05:00,0,0,0,19.18,2.1999
31/01/90 06:00,13.397,13.397,0,19.36,2.0001
31/01/90 07:00,166.1,123.7,42.399,21.08,2.1999
31/01/90 08:00,334.5,240.2,94.296,22.91,3.1999
31/01/90 09:00,542.11,273.2,268.91,25.01,3.5999
31/01/90 10:00,688.21,317.5,370.71,26.92,3.5999
31/01/90 11:00,791.39,364.5,426.89,28.58,3.5999
31/01/90 12:00,872.99,365.7,507.3,30.02,2.1999
31/01/90 13:00,893.6,337.6,556,31.16,1.4
31/01/90 14:00,846.5,349.3,497.21,31.91,1.7999
31/01/90 15:00,674.59,339.3,335.29,32.11,1.6001
31/01/90 16:00,532,254.6,277.4,31.9,2.1001
31/01/90 17:00,344.1,181.7,162.4,31.1,3.0001
31/01/90 18:00,184.39,79.599,104.79,29.94,3.0001
31/01/90 19:00,11.304,11.297,0.0071,28.46,3.5999
31/01/90 20:00,0,0,0,27.11,3.0001
31/01/90 21:00,0,0,0,25.75,1.6001
31/01/90 22:00,0,0,0,24.47,1.6999
31/01/90 23:00,0,0,0,23.18,1.2999
01/02/90 00:00,0,0,0,21.9,1.9
01/02/90 01:00,0,0,0,20.61,0.4
01/02/90 02:00,0,0,0,19.41,2.6001
01/02/90 03:00,0,0,0,18.79,2.3
01/02/90 04:00,0,0,0,18.16,1.1001
01/02/90 05:00,0,0,0,17.73,2.6001
01/02/90 06:00,17.296,17.296,0,18.07,2.3
01/02/90 07:00,198.79,93.699,105.09,20.16,2.1001
01/02/90 08:00,392.81,148.9,243.91,22.55,2.9
01/02/90 09:00,596.7,187,409.7,25.03,1.5
01/02/90 10:00,727.81,262.6,465.21,27.17,1.6999
01/02/90 11:00,835.5,334.2,501.3,29.04,2.6999
01/02/90 12:00,888.7,339.7,548.99,30.54,2.6999
01/02/90 13:00,905.49,330,575.49,31.71,2.6999
01/02/90 14:00,837.9,326.2,511.7,32.4,4.9999
01/02/90 15:00,730.29,247.4,482.89,32.66,4.7
01/02/90 16:00,581.8,194.8,387,32.46,4.9999
01/02/90 17:00,404.79,108.6,296.19,31.62,5.8001
01/02/90 18:00,205.5,60.2,145.3,30.23,6.4999
01/02/90 19:00,13.2,13.197,0.0032,28.41,4.7
01/02/90 20:00,0,0,0,26.63,4.0001
01/02/90 21:00,0,0,0,24.84,4.4001
01/02/90 22:00,0,0,0,23.05,3.5999
01/02/90 23:00,0,0,0,21.27,3.0999
02/02/90 00:00,0,0,0,19.86,1.6999
02/02/90 01:00,0,0,0,18.51,0.7999
02/02/90 02:00,0,0,0,17.12,0.6001
02/02/90 03:00,0,0,0,16.38,2.6001
02/02/90 04:00,0,0,0,15.64,1.6999
02/02/90 05:00,0,0,0,15.12,2.1001
02/02/90 06:00,15.508,15.497,0.0103,15.4,2.1001
02/02/90 07:00,236.8,48.902,187.9,17.92,3.5999
02/02/90 08:00,472.71,54.1,418.61,20.57,5.8001
02/02/90 09:00,698.1,70.9,627.2,23.38,5.3
02/02/90 10:00,880.4,94.398,786,25.96,6.4999
02/02/90 11:00,1009.2,114.3,894.9,28.2,6.8999
02/02/90 12:00,1077,123.7,953.31,30.01,8.2001
02/02/90 13:00,1072.4,124.5,947.9,31.34,7.8001
02/02/90 14:00,1000.4,114.6,885.8,32.14,6.4999
02/02/90 15:00,865.61,94.9,770.71,32.42,9.2001
02/02/90 16:00,678.8,71.803,606.99,32.11,7.3001
02/02/90 17:00,455.5,54.304,401.2,31.04,4.4001
02/02/90 18:00,221.9,47.599,174.3,29.33,4.7
02/02/90 19:00,11.608,11.608,0,27.21,4.7
02/02/90 20:00,0,0,0,25.59,2.4
02/02/90 21:00,0,0,0,23.98,1.6999
02/02/90 22:00,0,0,0,22.37,1.2999
02/02/90 23:00,0,0,0,20.75,0.2999
03/02/90 00:00,0,0,0,19.59,0.4
03/02/90 01:00,0,0,0,18.51,0.2999
03/02/90 02:00,0,0,0,17.36,0.2001
03/02/90 03:00,0,0,0,16.75,0.2001
03/02/90 04:00,0,0,0,16.14,0
03/02/90 05:00,0,0,0,15.71,0.1001
03/02/90 06:00,14.291,14.291,0,15.99,0.2001
03/02/90 07:00,189.1,84.097,105,18.04,0.2001
03/02/90 08:00,388.5,145.4,243.1,20.29,0.5
03/02/90 09:00,599.09,175.8,423.29,22.86,1.1001
03/02/90 10:00,733.3,275.8,457.5,25.07,1
03/02/90 11:00,814.9,337.8,477.09,26.88,1
03/02/90 12:00,876.41,360.3,516.11,28.38,0.9
03/02/90 13:00,906.4,347.3,559.1,29.59,1.2999
03/02/90 14:00,856,309.2,546.8,30.36,1.1001
03/02/90 15:00,733.21,264.6,468.61,30.64,1.9
03/02/90 16:00,545.2,234.2,311.01,30.29,2.6001
03/02/90 17:00,355.8,171.4,184.4,29.28,1.6999
03/02/90 18:00,175.59,90.802,84.791,27.79,1.5
03/02/90 19:00,11.698,11.698,0.0002,25.97,0.4
03/02/90 20:00,0,0,0,24.1,0.5
03/02/90 21:00,0,0,0,22.23,0.5
03/02/90 22:00,0,0,0,20.36,0.2001
03/02/90 23:00,0,0,0,18.63,0.7999
04/02/90 00:00,0,0,0,17.26,0.9
04/02/90 01:00,0,0,0,15.75,1.2999
04/02/90 02:00,0,0,0,14.23,1.6999
04/02/90 03:00,0,0,0,13.41,1.6999
04/02/90 04:00,0,0,0,12.58,2.1001
04/02/90 05:00,0,0,0,11.99,1.2999
04/02/90 06:00,13.093,13.093,0,12.17,1.2999
04/02/90 07:00,194.8,76.404,118.4,14.21,2.1001
04/02/90 08:00,407.21,114.8,292.41,16.5,2.3
04/02/90 09:00,607.81,166.6,441.2,18.78,1.6999
04/02/90 10:00,778.8,223.9,554.9,20.95,2.1001
04/02/90 11:00,896.91,280.2,616.71,22.95,5.4999
04/02/90 12:00,962,303.4,658.6,24.57,4.4001
04/02/90 13:00,964.2,294,670.19,25.76,4.9999
04/02/90 14:00,900.11,262.1,638.01,26.47,4.4001
04/02/90 15:00,773.4,216.1,557.3,26.68,3.3
04/02/90 16:00,609,147.8,461.21,26.36,4.0001
04/02/90 17:00,407.3,101.1,306.19,25.34,4.0001
04/02/90 18:00,192.1,66.504,125.6,23.72,2.1001
04/02/90 19:00,11,10.999,0.0014,21.73,0.6001
04/02/90 20:00,0,0,0,20.73,0.7999
04/02/90 21:00,0,0,0,19.74,1.4
04/02/90 22:00,0,0,0,18.86,1.1001
04/02/90 23:00,0,0,0,17.94,0.7999
05/02/90 00:00,0,0,0,17.68,1
05/02/90 01:00,0,0,0,17.49,1.1001
05/02/90 02:00,0,0,0,17.29,2.9
05/02/90 03:00,0,0,0,17.23,4.2
05/02/90 04:00,0,0,0,17.17,3.5999
05/02/90 05:00,0,0,0,17.14,3.8
05/02/90 06:00,12.091,12.091,0,17.55,4.7
05/02/90 07:00,94.495,93.401,1.0945,18.79,3.5999
05/02/90 08:00,38.295,38.295,0,18.71,2.6001
05/02/90 09:00,113.6,113.6,0,19.23,2.4
05/02/90 10:00,155.6,155.5,0.0956,19.77,2.4
05/02/90 11:00,262.2,259.6,2.5987,20.75,2.6999
05/02/90 12:00,344.8,334,10.797,21.84,3.0999
05/02/90 13:00,355.5,331.7,23.794,22.71,3.8
05/02/90 14:00,655.01,427.3,227.71,24.42,4.9999
05/02/90 15:00,895.6,212.3,683.3,26.55,3.8
05/02/90 16:00,721.1,78.5,642.6,27.81,2.9
05/02/90 17:00,480.51,56.4,424.11,28.26,3.0999
05/02/90 18:00,230.31,48.698,181.61,27.87,3.3
05/02/90 19:00,39.404,26.402,13.002,26.84,3.5999
05/02/90 20:00,0,0,0,25.51,3.5999
05/02/90 21:00,0,0,0,24.18,3.3
05/02/90 22:00,0,0,0,22.85,3.5999
05/02/90 23:00,0,0,0,21.53,2.6001
06/02/90 00:00,0,0,0,19.86,2.6001
06/02/90 01:00,0,0,0,18.23,2.9
06/02/90 02:00,0,0,0,16.56,4.4001
06/02/90 03:00,0,0,0,15.66,4.2
06/02/90 04:00,0,0,0,14.76,2.6001
06/02/90 05:00,0,0,0,14.11,1.4
06/02/90 06:00,12.002,12.002,0,14.26,1
06/02/90 07:00,184.89,76.6,108.29,16.17,1.1001
06/02/90 08:00,395.1,123.9,271.2,18.37,0.7999
06/02/90 09:00,599.09,177.6,421.49,20.63,0.6001
06/02/90 10:00,774.79,220,554.79,22.91,1
06/02/90 11:00,889.59,282.4,607.19,24.88,1.9
06/02/90 12:00,945.4,323.7,621.69,26.45,2.4
06/02/90 13:00,959.3,293.2,666.09,27.63,2.1001
06/02/90 14:00,890.09,271.5,618.59,28.32,3.5999
06/02/90 15:00,785.1,188.1,597,28.58,4.4001
06/02/90 16:00,610.01,139.3,470.71,28.3,4.7
06/02/90 17:00,403.7,99.202,304.5,27.31,4.0001
06/02/90 18:00,195,61.503,133.5,25.74,2.1001
06/02/90 19:00,10.893,10.893,0,23.82,3.5999
06/02/90 20:00,0,0,0,22.22,2.6001
06/02/90 21:00,0,0,0,20.62,1.6999
06/02/90 22:00,0,0,0,19.13,0.7999
06/02/90 23:00,0,0,0,17.65,1.2999
07/02/90 00:00,0,0,0,16.81,1
07/02/90 01:00,0,0,0,15.91,0.6001
07/02/90 02:00,0,0,0,15.01,1.6999
07/02/90 03:00,0,0,0,14.53,1.5
07/02/90 04:00,0,0,0,14.05,0.5
07/02/90 05:00,0,0,0,13.71,1.2999
07/02/90 06:00,11.197,11.197,0,13.93,1.1001
07/02/90 07:00,194,67.203,126.8,16.18,2.1001
07/02/90 08:00,411.11,102.7,308.4,18.73,2.6999
07/02/90 09:00,625.5,138.6,486.9,21.4,3.3
07/02/90 10:00,803.81,164.8,639,24.04,1.9
07/02/90 11:00,920.11,217.7,702.4,26.3,2.1001
07/02/90 12:00,981.1,245,736.1,28.14,2.1001
07/02/90 13:00,975.11,254.4,720.71,29.48,3.5999
07/02/90 14:00,909.39,229.1,680.29,30.31,3.0999
07/02/90 15:00,791.11,173.1,618.01,30.63,3.3
07/02/90 16:00,613.6,130.5,483.1,30.36,2.1001
07/02/90 17:00,406.29,94.602,311.69,29.32,2.4
07/02/90 18:00,188.79,61.903,126.89,27.65,1.5
07/02/90 19:00,8.997,8.997,0,25.62,0.6001
07/02/90 20:00,0,0,0,23.92,0.7999
07/02/90 21:00,0,0,0,22.23,0.2001
07/02/90 22:00,0,0,0,20.54,0.2001
07/02/90 23:00,0,0,0,18.97,0.2001
08/02/90 00:00,0,0,0,17.7,0.2999
08/02/90 01:00,0,0,0,16.33,0.2999
08/02/90 02:00,0,0,0,14.96,1.4
08/02/90 03:00,0,0,0,14.22,1.6999
08/02/90 04:00,0,0,0,13.49,1.5
08/02/90 05:00,0,0,0,12.97,2.6999
08/02/90 06:00,10.607,10.599,0.0082,13.12,1.2999
08/02/90 07:00,188.1,69.102,118.99,15.16,2.1001
08/02/90 08:00,399.5,105.9,293.6,17.47,1.6999
08/02/90 09:00,610.2,144.5,465.7,19.8,1.1001
08/02/90 10:00,782.59,196.1,586.5,22.19,1.2999
08/02/90 11:00,916.99,217.9,699.1,24.34,1
08/02/90 12:00,981.99,237.1,744.89,26.08,0.7999
08/02/90 13:00,974.39,250,724.39,27.33,0.7999
08/02/90 14:00,901.4,239.8,661.59,28.08,1
08/02/90 15:00,765.71,211.5,554.21,28.29,1.4
08/02/90 16:00,591.71,156.2,435.51,27.94,2.3
08/02/90 17:00,388.19,108.9,279.3,26.88,1.6999
08/02/90 18:00,179.8,67.297,112.5,25.25,3.0999
08/02/90 19:00,8.1921,8.1921,0,23.3,2.4
08/02/90 20:00,0,0,0,21.61,2.1001
08/02/90 21:00,0,0,0,19.93,2.6001
08/02/90 22:00,0,0,0,18.4,2.9
08/02/90 23:00,0,0,0,16.84,2.6001
09/02/90 00:00,0,0,0,15.76,1.9
09/02/90 01:00,0,0,0,14.57,1.4
09/02/90 02:00,0,0,0,13.37,2.6999
09/02/90 03:00,0,0,0,12.72,2.6999
09/02/90 04:00,0,0,0,12.07,1.6999
09/02/90 05:00,0,0,0,11.61,1.4
09/02/90 06:00,9.9986,9.9986,0,11.74,1.5
09/02/90 07:00,196.2,58.3,137.9,13.88,2.1001
09/02/90 08:00,415.7,84.6,331.1,16.28,4.4001
09/02/90 09:00,628.39,114.1,514.29,18.71,5.4999
09/02/90 10:00,800.5,159.3,641.2,21,6.1
09/02/90 11:00,925.4,195.3,730.1,23.12,7.8001
09/02/90 12:00,984.1,226.6,757.51,24.82,8.3999
09/02/90 13:00,981.99,227.8,754.2,26.06,6.1
09/02/90 14:00,916.71,203.6,713.11,26.81,5.8001
09/02/90 15:00,800.3,148.1,652.2,27.08,5.8001
09/02/90 16:00,612.9,133.4,479.5,26.75,6.4999
09/02/90 17:00,400.8,91.901,308.9,25.68,3.3
09/02/90 18:00,186.2,61.503,124.7,24.02,2.6001
09/02/90 19:00,7.6018,7.5995,0.0023,22.01,1.6999
09/02/90 20:00,0,0,0,20.57,0.5
09/02/90 21:00,0,0,0,19.23,0.5
09/02/90 22:00,0,0,0,17.9,0.2999
09/02/90 23:00,0,0,0,16.56,0.4
10/02/90 00:00,0,0,0,15.75,0.7999
10/02/90 01:00,0,0,0,14.87,0.6001
10/02/90 02:00,0,0,0,13.99,0.5
10/02/90 03:00,0,0,0,13.52,0.7999
10/02/90 04:00,0,0,0,13.05,1
10/02/90 05:00,0,0,0,12.71,1
10/02/90 06:00,9.1043,9.099,0.0053,12.88,1.1001
10/02/90 07:00,180.1,69.503,110.6,14.99,1.2999
10/02/90 08:00,388.91,127.8,261.11,17.42,1.1001
10/02/90 09:00,585.39,172.4,412.99,19.8,2.1001
10/02/90 10:00,751.7,233.2,518.5,22.27,2.4
10/02/90 11:00,887.7,263.2,624.5,24.51,2.4
10/02/90 12:00,947.51,297.4,650.11,26.33,1.5
10/02/90 13:00,953.7,282,671.7,27.69,1.2999
10/02/90 14:00,895.49,240.1,655.39,28.56,1.9
10/02/90 15:00,776.49,183.7,592.79,28.91,3.0999
10/02/90 16:00,609.09,124.3,484.79,28.72,1.6999
10/02/90 17:00,403.5,84.6,318.9,27.75,2.3
10/02/90 18:00,186.59,58.402,128.19,26.14,2.4
